Company,Industry,Location,address,Phone,Tier,Activeness,Status,Account Manager,Business Developer
TXU,Power,Colorado City,"3177 Highway 163, Colorado City, TX 79512, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Coppell,"14901 Northlake Rd, Coppell, TX 75019, US",214-401-4554,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Corporate,"1601 Bryan Street Suite 14-065, Dallas, TX 75201-3411, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Dallas,"555 Barnes Bridge Rd., Dallas, TX 75182, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Dallas,"2707 Flynn St, Dallas, TX 75201, US",214-969-2134,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Dallas,"5770 Parkdale Drive, Dallas, TX 75221, US",214-388-2989,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Dallas,"2233 Mtn. Creek Prkwy, Dallas, TX 75211, US",214-330-3310,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Fairfield,"FM 488 to FM2570, 11Miles NE, Fairfield, TX 75840, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Fort Worth,"10029 Morris-Dido Newark, Fort Worth, TX 76179, US",817-236-8783,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Fort worth,"6604 East Rosedale, Fort worth, TX 76112, US",817-451-4396,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Glen Rose,"FM 56, 5Mi. N, Glen Rose, TX 76043, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Graham,"400 3rd St., Graham, TX 76406, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Granbury,"4950 Power Plant Court, Granbury, TX 76048, US",817-573-2851,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Live Oak,"Live Oak, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Monohans,"Monahans, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Mt. Pleasant,"East of FM 127, Mt. Pleasant, TX 75455, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Nueces,"Nueces, TX, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,San Patricio,"San Patricio, TX, US",512-446-8695,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Savoy,"Savoy, TX, US",903-965-5106,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Tatum,"8850 FM 2658 N, Tatum, TX 75691, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Trinidad,"1320 McEntire Road, Trinidad, TX 75163, US",903-778-3116,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Waco,"Waco, TX, US",817-753-3461,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
TXU,Power,Waco,"1068 Lake Felton Pkwy (FM2957), Waco, TX 76705, US",817-863-5345,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Tyson Food Inc,Food & Beverage,Forest Poultry Processing,"1255 Jack lee Drive, , MS 39074-3918, US",,Tier 3,Non-Active,Not Qualified,,
Tyson Foods,Food & Beverage,Albertville,"6600 hwy 431, Albertville, AL 35950, US",,Tier 3,Non-Active,Not Qualified,,
Tyson Foods,Food & Beverage,Heflin,"6879 Hwy 9 South, Heflin, AL 36264, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
U S Filter/Scaltech,Industrial,Houston,"87 Oates Road - Bldg 1, Houston, TX 77013, US",713-672-8004,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Ultramar Diamond Shamrock,Chemical / Refining / Metals,Sunray,"Sunray, TX 79086, US",806-935-2141,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Unicore Specialty Chemical,Chemical / Refining / Metals,Arab,"1951 Guntersville Rd., Arab, AL 35016, US",256-586-3126,Tier 3,Non-Active,Not Qualified,,
Union Tank Car Company,Commercial,Alexandria,"6325 Hwy 1, Alexandria, LA 71303, US",318-449-8111,Tier 4,Non-Active,Not Qualified,,
Uniroyal,Chemical / Refining / Metals,Tuscaloosa,"5101 21St Street, Tuscaloosa, AL 35401, US",205-391-6200,Tier 3,Non-Active,Not Qualified,,
United States Steel,Industrial,Jefferson County,"35244, Hoover, AL 35244, US",,Tier 3,Non-Active,Not Qualified,,
Universal Boiler,Industrial,Albuequerque,"10125 Bosque Circle NM, Albuequerque, NM 87114, US",,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
University of Oklahoma,Industrial,Norman,"660 Parrington Oval, Norman, OK 73019, US",,Tier 3,Active,Not Qualified,Nathan Gewin (FTS),
UOP,Chemical / Refining / Metals,Chickasaw,"Linde Drive, Chickasaw, AL 36611, US",,Tier 3,Non-Active,Not Qualified,,Bridget LaBorde
US Amines,Chemical / Refining / Metals,Bucks,"14086 Hwy 43 N, Bucks, AL 36512, US",,Tier 2	(Targeted),Active,Qualified,Mark Maulden (FTS),Bridget LaBorde
US Minerals,Industrial,Harvey,"3860 Peters Road, Harvey, LA 70058, US",,Tier 3,Non-Active,Not Qualified,Barry Landry  (TPS),
US Oil Recovery,Chemical / Refining / Metals,Pasadena,"400 N Richey Street, Pasadena, TX 77506-1061, US",713-473-0013,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
USG Interiors,Industrial,Greenville,"850 North Broadway, Greenville, MS 38702, US",,Tier 3,Non-Active,Qualified,,
Vacherie Machine,Industrial,Vacherie,"2990 HWY 20, Vacherie, LA 70090, US",,Tier 4,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Valentine Paper,Wood Products,Lockport,"139 Joe Brown Road, Lockport, LA 70374, US",985-532-3313,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Valero,Chemical / Refining / Metals,Ardmore,,,Tier 3,Non-Active,Not Qualified,,David Gould
Valero,Chemical / Refining / Metals,Aruba,"San Nicolas, Aruba,",,Tier 2	(Targeted),Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",David Gould
Valero,Chemical / Refining / Metals,Corporate,"One Valero Place, San Antonio, TX 78212, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero,Chemical / Refining / Metals,Corpus Christi (NEW),"1300 Cantwell Lane, Corpus Christi, TX 78403, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero,Chemical / Refining / Metals,"Corpus Christi, TX","5900 Up River Road, Corpus Christi, TX 78407, US",361/289-6000,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero,Chemical / Refining / Metals,Hidalgo,"Hidalgo, TX, US",956-842-3369,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero,Chemical / Refining / Metals,Houston,"9701 Manchester, Houston, TX 77012, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero,Chemical / Refining / Metals,Port Arthur,"1801 S. Gulfway Drive, Port Arthur, TX 77641, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero,Chemical / Refining / Metals,St. Charles,"14902 River Road, New Sarpy, LA 70078, US",985-764-8611,Tier 3,Non-Active,Qualified,"David Formby (FTS), David Formby (TPS)",John Shaw
Valero,Chemical / Refining / Metals,Sunray,"6701 FM 119, Sunray, TX 79086, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero,Chemical / Refining / Metals,Texas City,"1301 Loop 197 South, Texas City, TX, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero,Chemical / Refining / Metals,Three Rivers,"301 leroy, Three Rivers, TX 78701, US",,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Valero Meraux Refinery,Chemical / Refining / Metals,Meraux,"2500 East Saint Bernard Highway, Meraux, LA 70075, US",,Tier 3,Non-Active,Qualified,,John Shaw
Valladolid Generation Company,Power,Merida,Merida Yucatan,,Tier 3,Non-Active,Not Qualified,,
Van Leer Containers,Industrial,Madison,"Madison, MS, US",,Tier 3,Non-Active,Not Qualified,,
Vance Lumber Co,Wood Products,Vance,"U.S. Hwy 11, Vance, AL 35490, US",205-556-2400,Tier 3,Non-Active,Not Qualified,,
Ventil-USA,Industrial,Houston,"906 Gemini Street, Houston, TX 77058, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Veolia Burnside,Chemical / Refining / Metals,Darrow,"3460 LA-44, Darrow, LA 70725, US",,Tier 3,Non-Active,Not Qualified,,
Verdant Specialty Solutions (Baze Facility),Chemical / Refining / Metals,Liberty,"1502 Fort Worth St, Liberty, TX 77575, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (TPS), Nathan Gewin (FTS)",
Verdant Specialty Solutions (Baze Facility),Chemical / Refining / Metals,Palestine,"2187 FM323, Palestine, TX 75801, US",,Tier 1,Active,Not Qualified,"Nathan Gewin (FTS), Barry Landry  (TPS)",
Vertex Energy,Commercial,Marrero,"5000 River Road, Marrero, LA 70072, US",,Tier 3,Non-Active,Not Qualified,David Formby (FTS),
Vick Wt Lumber Co,Wood Products,Hamilton,"Highway 43 South, Hamilton, AL 35570, US",205-921-2154,Tier 3,Non-Active,Not Qualified,,
Vopak Deer Park Terminal,Chemical / Refining / Metals,Deer Park,"2759 Independence parkway south, Deer Park, TX 77536, US",281-604-6000,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Vulcan Fin Tube,Industrial,Houston,"10543A Fisher Rd., Houston, TX 77041, US",713-466-8823,Tier 3,Non-Active,Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
W & T Offshore (Shell Yellowhammer),Chemical / Refining / Metals,Coden,"13700 DAUPHIN ISLAND PARKWAY, Coden, AL 36523, US",,Tier 2	(Targeted),Non-Active,Qualified,"Randy  Sharpe (FTS), Randy  Sharpe (TPS)",
W R Grace,Chemical / Refining / Metals,Baton Rouge,"1201 Gulf States Rd, Baton Rouge, LA 70805, US",,Tier 3,Non-Active,Not Qualified,,
W R Grace,Chemical / Refining / Metals,Lake Charles,"1800 Davison Road, Lake Charles, LA 70665, US",,Tier 3,Non-Active,Not Qualified,"Kenn Tregre (FTS), Barry Landry  (TPS)",
W R Grace,Chemical / Refining / Metals,Norco,"16122 River Road, Norco, LA 70079, US",,Tier 3,Non-Active,Not Qualified,,
W R Grace,Chemical / Refining / Metals,Pasadena,"10001 Chemical Road, Pasadena, TX 77507, US",,Tier 3,Non-Active,Not Qualified,,
Wabash Power Equipment Company,Power,Tyler,"52505 Kent Dr, Tyler, TX 75707, US",,Tier 1,Semi-Active,Not Qualified,Nathan Gewin (FTS),
Wahlco,Industrial,California,California,,Tier 3,Non-Active,Not Qualified,,
Wallace Wood Products Inc,Wood Products,Demopolis,"4th Avenue, Jackson Street, Demopolis, AL 36732, US",334-289-3671,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),
Ware Inc,Industrial,Louisville,"4005 Produce Road KY, Louisville, KY 40218, US",502-968-2211,Tier 3,Non-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Warrior Asphalt Refining,Chemical / Refining / Metals,Tuscaloosa,"3100 Warrior Road, Tuscaloosa, AL 35404, US",,Tier 3,Non-Active,Not Qualified,,
Wasatch Integrated,Industrial,Layton,"650 East Highway 193, Layton, UT 84041-0900, US",,Tier 3,Non-Active,Not Qualified,Nathan Gewin (FTS),
Washington Group International,Industrial,Cambridge,"One Broadway MA, Cambridge, MA 02142, US",617-494-7480,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Way Engineering,Industrial,Houston,"5308 Ashbrook, Houston, TX 77081, US",713-666-3541,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Wayne Farms Enterprises,Food & Beverage,Jack,"County Road 114, Jack, AL 36346, US",,Tier 3,Non-Active,Not Qualified,,
Wayne General Hospital,Industrial,Waynesboro,"950 Matthew Drive, Waynesboro, MS, US",,Tier 3,Non-Active,Not Qualified,,
Welch's Boiler Service,Industrial,Albuquerque,"6036 Isleta Blvd NM, Albuquerque, NM 87105, US",(505) 877-0356,Tier 3,Non-Active,Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Wellman Plastic,Industrial,Bay St Louis,"3303 Port and Harbor Drive, Bay St Louis, MS 39520, US",,Tier 3,Non-Active,Not Qualified,,
Wells Lamont Corp,Industrial,Philadelphia,"Philadelphia, MS, US",,Tier 3,Non-Active,Not Qualified,,
Wesselhoeft Inc,Industrial,Moundville,"Cracker Road, Moundville, AL 35474, US",,Tier 3,Non-Active,Not Qualified,,
West Alabama Asphalt,Chemical / Refining / Metals,Northport,"2205 43rd Avenue, Northport, AL 35476, US",,Tier 3,Non-Active,Not Qualified,Unassigned Unassigned (FTS),Unassigned Unassigned
West Fraser South,Wood Products,Gurdon,"Hwy 67 N #1 IP Lane, Gurdon, AR, US",870-353-4474,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),
West Fraser South,Wood Products,Huttig,"502 Olin Ave, Huttig, AR 71747, US",870-943-2211,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
West Fraser South,Wood Products,Joyce,"6481 Hwy 34 North, Joyce, LA 71440, US",,Tier 1	(Targeted),Semi-Active,Qualified,Mark Maulden (FTS),
West Fraser South,Wood Products,Leola,"PO Box 95 South Main Street, Leola, AR 72084, US",870-765-2222,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),
West Fraser South,Wood Products,Maplesville,"7475 Al Hwy 22 Hwy 22 & 82, Maplesville, AL 36750, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
West Rock Co,Chemical / Refining / Metals,Hodge,"100 Mill St, Hodge, LA 71247, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
West Rock Co,Wood Products,Evadale,"1913 FM 105, Evadale, TX 77615, US",,Tier 3,Non-Active,Not Qualified,,
West Rock Texas LP,Wood Products,"Evadale, TX","Hwy 105 South, Evadale, TX 77615, US",409-276-1411,Tier 3,Non-Active,Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Westlake Chemical,Chemical / Refining / Metals,Lake Charles,"3210 Pete Manena Road, Westlake, LA 70669, US",,Tier 1	(Targeted),Semi-Active,Qualified,Mark Maulden (FTS),Bridget LaBorde
Westlake Chemical,Chemical / Refining / Metals,Plaquemine,"26100 Hwy 405, Plaquemine, LA 70764, US",,Tier 1	(Targeted),Active,Qualified,"John Shaw (FTS), Barry Landry  (TPS)",John Shaw
Westlake Chemical,Chemical / Refining / Metals,Westlake,"1300 PPG Drive, Westlake, LA 70669, US",,Tier 1	(Targeted),Non-Active,Not Qualified,Mark Maulden (FTS),Bridget LaBorde
Westlake Petrochemicals Corp,Chemical / Refining / Metals,Sulphur,"900 Hwy 108, Sulphur, LA 70663, US",,Tier 1	(Targeted),Non-Active,Not Qualified,Mark Maulden (FTS),Bridget LaBorde
Westlake Polymers Corp,Chemical / Refining / Metals,Sulphur,"3525 Cities Service Hwy, Sulphur, LA 70663, US",,Tier 1	(Targeted),Semi-Active,Not Qualified,"Mark Maulden (FTS), Barry Landry  (TPS)",Bridget LaBorde
Westport Linen Services,Commercial,Baton Rouge,"510 Kornmeyers Plaza, Baton Rouge, LA 70806, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Weyerhaeuser,Chemical / Refining / Metals,Philadelphia,"1016 Weyerhaeuser Road, Philiadelphia, MS 39350, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Weyerhaeuser,Industrial,Columbus Pulp Mill,"4335 Carson Road, Columbus, MS 39703, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Weyerhaeuser,Wood Products,Buckhannon,"100 TJM Dr, Buckhannon, WV 26201, US",,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Weyerhaeuser,Wood Products,Campti,"Hwy 480, Campti, LA 71411, US",,Tier 4,Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",
Weyerhaeuser,Wood Products,DeQueen,"1000 S Treating Road, DeQueen, AR 71832, US",870-642-1344,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),
Weyerhaeuser,Wood Products,Dierks,"Hwy 70 East, Dierks, AR 71833, US",870-286-2193,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),
Weyerhaeuser,Wood Products,Dodson,"707 Hwy 167, Dodson, LA 71422, US",,Tier 1	(Targeted),Non-Active,Qualified,Mark Maulden (FTS),
Weyerhaeuser,Wood Products,Emerson,"Emerson, AR, US",870-547-2955,Tier 3,Non-Active,Not Qualified,Mark Maulden (FTS),
Weyerhaeuser,Wood Products,Hidalgo,"Hidalgo, TX, US",956-682-9406,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Weyerhaeuser,Wood Products,Mountain Pine,"Hwy 227 North, Mountain Pine, AR 71956, US",501-767-7203,Tier 3,Non-Active,Qualified,Mark Maulden (FTS),Rawland Allen
Weyerhaeuser,Wood Products,Ruston,"2301 Mcdonald Avenue, Ruston, LA 71270, US",,Tier 4,Non-Active,Qualified,"Mark Maulden (FTS), Keith  Harrison (TPS)",
Weyerhaeuser,Wood Products,Sealy,"Sealy, TX, US",409-885-4191,Tier 3,Non-Active,Not Qualified,"Mark Maulden (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Weyerhaeuser,Wood Products,Zwolle,"2792 OBRIE ST, Zwolle, LA 71486, US",,Tier 1	(Targeted),Active,Qualified,Mark Maulden (FTS),
"Wilcox Environmental Engineering, Inc",Commercial,Indianapolis,"5757 W. 74th Street, Indianapolis, IN 46278, US",,Tier 3,Non-Active,Not Qualified,,
Willbros Downstream,Industrial,Tulsa,"1900 N 161st E Ave, Tulsa, OK 74116, US",,Tier 3,Non-Active,Not Qualified,,
Williams,Chemical / Refining / Metals,Abbeville,"16733 West La. Hwy 335, Abbeville, LA 70510, US",337-643-4200,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Williams,Chemical / Refining / Metals,Bloomfield Kutz,"190 County Road 4980, Bloomfield, NM 87413, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",Larry LeBlanc
Williams,Chemical / Refining / Metals,Cameron - Station 44,"5564 Gulf Beach Hwy, Cameron, LA 70631, US",,Tier 3,Non-Active,Not Qualified,Barry Landry  (TPS),
Williams,Chemical / Refining / Metals,Corpus Christi,"1802 Poth lane, Corpus Christi, TX 78408, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Williams,Chemical / Refining / Metals,Durango,"3746 County Road 307, Durango, CO 81303, US",,Tier 3,Non-Active,Not Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Williams,Chemical / Refining / Metals,Eunice,"1661Coulee Road, Eunice, LA 70535, US",337-432-6668,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Williams,Chemical / Refining / Metals,Galena Park,"12901 American Petroleum Road, Galena Park, TX 77547, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Williams,Chemical / Refining / Metals,Gibson,"4711 Bayou Black Drive, Gibson, LA 70356, US",504-575-7404,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Williams,Chemical / Refining / Metals,Marrero,"200 Douglas Road, Marrero, LA 70072, US",504-341-9561,Tier 3,Non-Active,Not Qualified,"Keith  Harrison (FTS), Keith  Harrison (TPS)",
Williams,Chemical / Refining / Metals,Opal,"1 Mile west on Highway 30, Opal, WY 83124, US",307-877-4488,Tier 3,Non-Active,Qualified,,
Williams Deep Water Operation,Industrial,Gulf Of Mexico,,,Tier 4,Non-Active,Not Qualified,,
Williams Field Services,Chemical / Refining / Metals,Larose,"1474 Hwy 24, Larose, LA 70373, US",985-798-5916,Tier 1	(Targeted),Semi-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Williams Field Services,Chemical / Refining / Metals,Paradis,"15849B Old Spanish Road, Paradis, LA 70080, US",985-758-4110,Tier 1	(Targeted),Semi-Active,Qualified,"Barry Landry  (FTS), Barry Landry  (TPS)",
Williams Field Services,Power,Markham,"4367 CR 403 Gate A, Markham, TX 77456, US",,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Williams Gas Pipeline,Chemical / Refining / Metals,Billingsley,"642 County Road 62, Billingsley, AL 36006, US",,Tier 3,Non-Active,Not Qualified,,
Williams Midstream,Chemical / Refining / Metals,Conway,"1407 5th Avenue, McPherson, KS 67460, US",918-250-2326,Tier 2	(Targeted),Active,Qualified,Barry Landry  (FTS),
Williams Midstream,Chemical / Refining / Metals,Galena Park,"12901 American petroleum Rd, Galena Park, TX 77547, US",713-453-6301,Tier 3,Non-Active,Not Qualified,"Nathan Gewin (FTS), Nathan Gewin (PSS), Nathan Gewin (TPS)",
Williams Midstream,Power,Coden,"6000 Rock Road, Coden, AL, US",,Tier 3,Non-Active,Not Qualified,,
Williams Transco,Chemical / Refining / Metals,Tylertown,"967 Hwy 583, Tylertown, MS 39667-9360, US",601-876-3759,Tier 3,Non-Active,Qualified,,
